ItemId,PropertyId,Value
Extensions.Epic.Armor.NorthmanArmor.vest,Damage,2
Extensions.Epic.Armor.NorthmanArmor.vest,Speed,0.5
Extensions.Epic.Armor.NorthmanArmor.boots,Speed,1
FantasyHeroes.Thrones.Armor.NorthWarden.vest,HealthMax,15
FantasyHeroes.Thrones.Armor.NorthWarden.vest,Blocking,3
FantasyHeroes.Thrones.Armor.NorthWarden.vest,Damage,2
FantasyHeroes.Thrones.Armor.NorthWarden.vest,Speed,0.5
FantasyHeroes.Thrones.Armor.NorthWarden.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.NosrossArcherArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.NosrossArcherArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.NosrossArcherArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.NosrossArcherArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.NosrossArcherArmor.boots,Speed,1
Common.Christmas.Armor.NutcrackerOutfit.vest,HealthMax,15
Common.Christmas.Armor.NutcrackerOutfit.vest,Blocking,3
Common.Christmas.Armor.NutcrackerOutfit.vest,Damage,2
Common.Christmas.Armor.NutcrackerOutfit.vest,Speed,0.5
Common.Christmas.Armor.NutcrackerOutfit.boots,Speed,1
Extensions.Epic.Armor.OminousArmor.vest,HealthMax,15
Extensions.Epic.Armor.OminousArmor.vest,Blocking,3
Extensions.Epic.Armor.OminousArmor.vest,Damage,2
Extensions.Epic.Armor.OminousArmor.vest,Speed,0.5
Extensions.Epic.Armor.OminousArmor.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.OrcArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.OrcArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.OrcArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.OrcArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.OrcArmor.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.OzeriasRobe.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.OzeriasRobe.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.OzeriasRobe.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.OzeriasRobe.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.OzeriasRobe.boots,Speed,1
FantasyHeroes.Basic.Armor.PaladinArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.PaladinArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.PaladinArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.PaladinArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.PaladinArmor [Paint].boots,Speed,1
FantasyHeroes.Basic.Armor.PathfinderArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.PathfinderArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.PathfinderArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.PathfinderArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.PathfinderArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.PeasantClothing.vest,HealthMax,15
FantasyHeroes.Basic.Armor.PeasantClothing.vest,Blocking,3
FantasyHeroes.Basic.Armor.PeasantClothing.vest,Damage,2
FantasyHeroes.Basic.Armor.PeasantClothing.vest,Speed,0.5
FantasyHeroes.Basic.Armor.PeasantClothing.boots,Speed,1
Extensions.Epic.Armor.PersianArcher.vest,HealthMax,15
Extensions.Epic.Armor.PersianArcher.vest,Blocking,3
Extensions.Epic.Armor.PersianArcher.vest,Damage,2
Extensions.Epic.Armor.PersianArcher.vest,Speed,0.5
Extensions.Epic.Armor.PersianArcher.boots,Speed,1
Extensions.Epic.Armor.PersianDuelist.vest,HealthMax,15
Extensions.Epic.Armor.PersianDuelist.vest,Blocking,3
Extensions.Epic.Armor.PersianDuelist.vest,Damage,2
Extensions.Epic.Armor.PersianDuelist.vest,Speed,0.5
Extensions.Epic.Armor.PersianDuelist.boots,Speed,1
Extensions.Epic.Armor.PersianLancerArmor.vest,HealthMax,15
Extensions.Epic.Armor.PersianLancerArmor.vest,Blocking,3
Extensions.Epic.Armor.PersianLancerArmor.vest,Damage,2
Extensions.Epic.Armor.PersianLancerArmor.vest,Speed,0.5
Extensions.Epic.Armor.PersianLancerArmor.boots,Speed,1
Extensions.Epic.Armor.PersianWarrior.vest,HealthMax,15
Extensions.Epic.Armor.PersianWarrior.vest,Blocking,3
Extensions.Epic.Armor.PersianWarrior.vest,Damage,2
Extensions.Epic.Armor.PersianWarrior.vest,Speed,0.5
Extensions.Epic.Armor.PersianWarrior.boots,Speed,1
Extensions.Epic.Armor.PhobosHeavyArmor.vest,HealthMax,15
Extensions.Epic.Armor.PhobosHeavyArmor.vest,Blocking,3
Extensions.Epic.Armor.PhobosHeavyArmor.vest,Damage,2
Extensions.Epic.Armor.PhobosHeavyArmor.vest,Speed,0.5
Extensions.Epic.Armor.PhobosHeavyArmor.boots,Speed,1
Extensions.Epic.Armor.PorcelainArmor.vest,HealthMax,15
Extensions.Epic.Armor.PorcelainArmor.vest,Blocking,3
Extensions.Epic.Armor.PorcelainArmor.vest,Damage,2
Extensions.Epic.Armor.PorcelainArmor.vest,Speed,0.5
Extensions.Epic.Armor.PorcelainArmor.boots,Speed,1
Common.Halloween.Armor.PumpkinCostume.vest,HealthMax,15
Common.Halloween.Armor.PumpkinCostume.vest,Blocking,3
Common.Halloween.Armor.PumpkinCostume.vest,Damage,2
Common.Halloween.Armor.PumpkinCostume.vest,Speed,0.5
Common.Halloween.Armor.PumpkinCostume.boots,Speed,1
FantasyHeroes.Basic.Armor.PyromancerArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.PyromancerArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.PyromancerArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.PyromancerArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.PyromancerArmor.boots,Speed,1
UndeadHeroes.Furry.Armor.RagLoincloth.vest,HealthMax,15
UndeadHeroes.Furry.Armor.RagLoincloth.vest,Blocking,3
UndeadHeroes.Furry.Armor.RagLoincloth.vest,Damage,2
UndeadHeroes.Furry.Armor.RagLoincloth.vest,Speed,0.5
UndeadHeroes.Furry.Armor.RagLoincloth.boots,Speed,1
FantasyHeroes.Basic.Armor.Rags1.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Rags1.vest,Blocking,3
FantasyHeroes.Basic.Armor.Rags1.vest,Damage,2
FantasyHeroes.Basic.Armor.Rags1.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Rags1.boots,Speed,1
FantasyHeroes.Basic.Armor.Rags2.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Rags2.vest,Blocking,3
FantasyHeroes.Basic.Armor.Rags2.vest,Damage,2
FantasyHeroes.Basic.Armor.Rags2.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Rags2.boots,Speed,1
FantasyHeroes.Basic.Armor.Rags3.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Rags3.vest,Blocking,3
FantasyHeroes.Basic.Armor.Rags3.vest,Damage,2
FantasyHeroes.Basic.Armor.Rags3.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Rags3.boots,Speed,1
FantasyHeroes.Basic.Armor.RangerArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.RangerArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.RangerArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.RangerArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.RangerArmor.boots,Speed,1
Extensions.Epic.Armor.Ratnik.vest,HealthMax,15
Extensions.Epic.Armor.Ratnik.vest,Blocking,3
Extensions.Epic.Armor.Ratnik.vest,Damage,2
Extensions.Epic.Armor.Ratnik.vest,Speed,0.5
Extensions.Epic.Armor.Ratnik.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.RedGuardianArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.RedGuardianArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.RedGuardianArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.RedGuardianArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.RedGuardianArmor.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.RedKittyRobe.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.RedKittyRobe.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.RedKittyRobe.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.RedKittyRobe.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.RedKittyRobe.boots,Speed,1
FantasyHeroes.Thrones.Armor.RedLion.vest,HealthMax,15
FantasyHeroes.Thrones.Armor.RedLion.vest,Blocking,3
FantasyHeroes.Thrones.Armor.RedLion.vest,Damage,2
FantasyHeroes.Thrones.Armor.RedLion.vest,Speed,0.5
FantasyHeroes.Thrones.Armor.RedLion.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.RedLunarRobe.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.RedLunarRobe.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.RedLunarRobe.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.RedLunarRobe.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.RedLunarRobe.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherArmor.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherTunic.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherTunic.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherTunic.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherTunic.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.ReinforcedLeatherTunic.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.RenovatedArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.RenovatedArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.RenovatedArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.RenovatedArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.RenovatedArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.Robe.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Robe.vest,Blocking,3
FantasyHeroes.Basic.Armor.Robe.vest,Damage,2
FantasyHeroes.Basic.Armor.Robe.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Robe.boots,Speed,1
FantasyHeroes.Basic.Armor.RoyalArcherArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.RoyalArcherArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.RoyalArcherArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.RoyalArcherArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.RoyalArcherArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.RoyalGuard.vest,HealthMax,15
FantasyHeroes.Basic.Armor.RoyalGuard.vest,Blocking,3
FantasyHeroes.Basic.Armor.RoyalGuard.vest,Damage,2
FantasyHeroes.Basic.Armor.RoyalGuard.vest,Speed,0.5
FantasyHeroes.Basic.Armor.RoyalGuard.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.RoyalTunic.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.RoyalTunic.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.RoyalTunic.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.RoyalTunic.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.RoyalTunic.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.SacredWolfyRobe.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.SacredWolfyRobe.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.SacredWolfyRobe.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.SacredWolfyRobe.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.SacredWolfyRobe.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.SaintPatrickOutfit.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.SaintPatrickOutfit.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.SaintPatrickOutfit.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.SaintPatrickOutfit.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.SaintPatrickOutfit.boots,Speed,1
FantasyHeroes.Samurai.Armor.SamuraiElder.vest,HealthMax,15
FantasyHeroes.Samurai.Armor.SamuraiElder.vest,Blocking,3
FantasyHeroes.Samurai.Armor.SamuraiElder.vest,Damage,2
FantasyHeroes.Samurai.Armor.SamuraiElder.vest,Speed,0.5
FantasyHeroes.Samurai.Armor.SamuraiElder.boots,Speed,1
FantasyHeroes.Samurai.Armor.SamuraiHeavy1.vest,HealthMax,15
FantasyHeroes.Samurai.Armor.SamuraiHeavy1.vest,Blocking,3
FantasyHeroes.Samurai.Armor.SamuraiHeavy1.vest,Damage,2
FantasyHeroes.Samurai.Armor.SamuraiHeavy1.vest,Speed,0.5
FantasyHeroes.Samurai.Armor.SamuraiHeavy1.boots,Speed,1
FantasyHeroes.Samurai.Armor.SamuraiHeavy2.vest,HealthMax,15
FantasyHeroes.Samurai.Armor.SamuraiHeavy2.vest,Blocking,3
FantasyHeroes.Samurai.Armor.SamuraiHeavy2.vest,Damage,2
FantasyHeroes.Samurai.Armor.SamuraiHeavy2.vest,Speed,0.5
FantasyHeroes.Samurai.Armor.SamuraiHeavy2.boots,Speed,1
FantasyHeroes.Samurai.Armor.SamuraiHeavy3.vest,HealthMax,15
FantasyHeroes.Samurai.Armor.SamuraiHeavy3.vest,Blocking,3
FantasyHeroes.Samurai.Armor.SamuraiHeavy3.vest,Damage,2
FantasyHeroes.Samurai.Armor.SamuraiHeavy3.vest,Speed,0.5
FantasyHeroes.Samurai.Armor.SamuraiHeavy3.boots,Speed,1
FantasyHeroes.Samurai.Armor.SamuraiLight1.vest,HealthMax,15
FantasyHeroes.Samurai.Armor.SamuraiLight1.vest,Blocking,3
FantasyHeroes.Samurai.Armor.SamuraiLight1.vest,Damage,2
FantasyHeroes.Samurai.Armor.SamuraiLight1.vest,Speed,0.5
FantasyHeroes.Samurai.Armor.SamuraiLight1.boots,Speed,1
FantasyHeroes.Samurai.Armor.SamuraiLight2.vest,HealthMax,15
FantasyHeroes.Samurai.Armor.SamuraiLight2.vest,Blocking,3
FantasyHeroes.Samurai.Armor.SamuraiLight2.vest,Damage,2
FantasyHeroes.Samurai.Armor.SamuraiLight2.vest,Speed,0.5
FantasyHeroes.Samurai.Armor.SamuraiLight2.boots,Speed,1
FantasyHeroes.Samurai.Armor.SamuraiLight3.vest,HealthMax,15
FantasyHeroes.Samurai.Armor.SamuraiLight3.vest,Blocking,3
FantasyHeroes.Samurai.Armor.SamuraiLight3.vest,Damage,2
FantasyHeroes.Samurai.Armor.SamuraiLight3.vest,Speed,0.5
FantasyHeroes.Samurai.Armor.SamuraiLight3.boots,Speed,1
FantasyHeroes.SandLords.Armor.SandElder.vest,HealthMax,15
FantasyHeroes.SandLords.Armor.SandElder.vest,Blocking,3
FantasyHeroes.SandLords.Armor.SandElder.vest,Damage,2
FantasyHeroes.SandLords.Armor.SandElder.vest,Speed,0.5
FantasyHeroes.SandLords.Armor.SandElder.boots,Speed,1
FantasyHeroes.SandLords.Armor.SandHealer1.vest,HealthMax,15
FantasyHeroes.SandLords.Armor.SandHealer1.vest,Blocking,3
FantasyHeroes.SandLords.Armor.SandHealer1.vest,Damage,2
FantasyHeroes.SandLords.Armor.SandHealer1.vest,Speed,0.5
FantasyHeroes.SandLords.Armor.SandHealer1.boots,Speed,1
FantasyHeroes.SandLords.Armor.SandHealer2.vest,HealthMax,15
FantasyHeroes.SandLords.Armor.SandHealer2.vest,Blocking,3
FantasyHeroes.SandLords.Armor.SandHealer2.vest,Damage,2
FantasyHeroes.SandLords.Armor.SandHealer2.vest,Speed,0.5
FantasyHeroes.SandLords.Armor.SandHealer2.boots,Speed,1
FantasyHeroes.SandLords.Armor.SandMage1.vest,HealthMax,15
FantasyHeroes.SandLords.Armor.SandMage1.vest,Blocking,3
FantasyHeroes.SandLords.Armor.SandMage1.vest,Damage,2
FantasyHeroes.SandLords.Armor.SandMage1.vest,Speed,0.5
FantasyHeroes.SandLords.Armor.SandMage1.boots,Speed,1
FantasyHeroes.SandLords.Armor.SandMage2.vest,HealthMax,15
FantasyHeroes.SandLords.Armor.SandMage2.vest,Blocking,3
FantasyHeroes.SandLords.Armor.SandMage2.vest,Damage,2
FantasyHeroes.SandLords.Armor.SandMage2.vest,Speed,0.5
FantasyHeroes.SandLords.Armor.SandMage2.boots,Speed,1
FantasyHeroes.SandLords.Armor.SandShooter1.vest,HealthMax,15
FantasyHeroes.SandLords.Armor.SandShooter1.vest,Blocking,3
FantasyHeroes.SandLords.Armor.SandShooter1.vest,Damage,2
FantasyHeroes.SandLords.Armor.SandShooter1.vest,Speed,0.5
FantasyHeroes.SandLords.Armor.SandShooter1.boots,Speed,1
FantasyHeroes.SandLords.Armor.SandShooter2.vest,HealthMax,15
FantasyHeroes.SandLords.Armor.SandShooter2.vest,Blocking,3
FantasyHeroes.SandLords.Armor.SandShooter2.vest,Damage,2
FantasyHeroes.SandLords.Armor.SandShooter2.vest,Speed,0.5
FantasyHeroes.SandLords.Armor.SandShooter2.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.SandTunic.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.SandTunic.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.SandTunic.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.SandTunic.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.SandTunic.boots,Speed,1
FantasyHeroes.Thrones.Armor.SandWarrior.vest,HealthMax,15
FantasyHeroes.Thrones.Armor.SandWarrior.vest,Blocking,3
FantasyHeroes.Thrones.Armor.SandWarrior.vest,Damage,2
FantasyHeroes.Thrones.Armor.SandWarrior.vest,Speed,0.5
FantasyHeroes.Thrones.Armor.SandWarrior.boots,Speed,1
FantasyHeroes.SandLords.Armor.SandWarrior1.vest,HealthMax,15
FantasyHeroes.SandLords.Armor.SandWarrior1.vest,Blocking,3
FantasyHeroes.SandLords.Armor.SandWarrior1.vest,Damage,2
FantasyHeroes.SandLords.Armor.SandWarrior1.vest,Speed,0.5
FantasyHeroes.SandLords.Armor.SandWarrior1.boots,Speed,1
FantasyHeroes.SandLords.Armor.SandWarrior2.vest,HealthMax,15
FantasyHeroes.SandLords.Armor.SandWarrior2.vest,Blocking,3
FantasyHeroes.SandLords.Armor.SandWarrior2.vest,Damage,2
FantasyHeroes.SandLords.Armor.SandWarrior2.vest,Speed,0.5
FantasyHeroes.SandLords.Armor.SandWarrior2.boots,Speed,1
FantasyHeroes.Christmas.Armor.Santa1.vest,HealthMax,15
FantasyHeroes.Christmas.Armor.Santa1.vest,Blocking,3
FantasyHeroes.Christmas.Armor.Santa1.vest,Damage,2
FantasyHeroes.Christmas.Armor.Santa1.vest,Speed,0.5
FantasyHeroes.Christmas.Armor.Santa1.boots,Speed,1
UndeadHeroes.Christmas.Armor.Santa1.vest,HealthMax,15
UndeadHeroes.Christmas.Armor.Santa1.vest,Blocking,3
UndeadHeroes.Christmas.Armor.Santa1.vest,Damage,2
UndeadHeroes.Christmas.Armor.Santa1.vest,Speed,0.5
UndeadHeroes.Christmas.Armor.Santa1.boots,Speed,1
FantasyHeroes.Christmas.Armor.Santa2.vest,HealthMax,15
FantasyHeroes.Christmas.Armor.Santa2.vest,Blocking,3
FantasyHeroes.Christmas.Armor.Santa2.vest,Damage,2
FantasyHeroes.Christmas.Armor.Santa2.vest,Speed,0.5
FantasyHeroes.Christmas.Armor.Santa2.boots,Speed,1
UndeadHeroes.Christmas.Armor.Santa2.vest,HealthMax,15
UndeadHeroes.Christmas.Armor.Santa2.vest,Blocking,3
UndeadHeroes.Christmas.Armor.Santa2.vest,Damage,2
UndeadHeroes.Christmas.Armor.Santa2.vest,Speed,0.5
UndeadHeroes.Christmas.Armor.Santa2.boots,Speed,1
FantasyHeroes.Christmas.Armor.SantaHelper.vest,HealthMax,15
FantasyHeroes.Christmas.Armor.SantaHelper.vest,Blocking,3
FantasyHeroes.Christmas.Armor.SantaHelper.vest,Damage,2
FantasyHeroes.Christmas.Armor.SantaHelper.vest,Speed,0.5
FantasyHeroes.Christmas.Armor.SantaHelper.boots,Speed,1
UndeadHeroes.Christmas.Armor.SantaHelper.vest,HealthMax,15
UndeadHeroes.Christmas.Armor.SantaHelper.vest,Blocking,3
UndeadHeroes.Christmas.Armor.SantaHelper.vest,Damage,2
UndeadHeroes.Christmas.Armor.SantaHelper.vest,Speed,0.5
UndeadHeroes.Christmas.Armor.SantaHelper.boots,Speed,1
Extensions.Epic.Armor.ScintillateOutfit.vest,HealthMax,15
Extensions.Epic.Armor.ScintillateOutfit.vest,Blocking,3
Extensions.Epic.Armor.ScintillateOutfit.vest,Damage,2
Extensions.Epic.Armor.ScintillateOutfit.vest,Speed,0.5
Extensions.Epic.Armor.ScintillateOutfit.boots,Speed,1
FantasyHeroes.Basic.Armor.Scout [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.Scout [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.Scout [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.Scout [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.Scout [Paint].boots,Speed,1
FantasyHeroes.Basic.Armor.ShamanArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.ShamanArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.ShamanArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.ShamanArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.ShamanArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.SiegeArcherArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.SiegeArcherArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.SiegeArcherArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.SiegeArcherArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.SiegeArcherArmor.boots,Speed,1
Extensions.Epic.Armor.SilkKingOutfit.vest,HealthMax,15
Extensions.Epic.Armor.SilkKingOutfit.vest,Blocking,3
Extensions.Epic.Armor.SilkKingOutfit.vest,Damage,2
Extensions.Epic.Armor.SilkKingOutfit.vest,Speed,0.5
Extensions.Epic.Armor.SilkKingOutfit.boots,Speed,1
UndeadHeroes.Skeletons.Armor.SkeletonArmor1.vest,HealthMax,15
UndeadHeroes.Skeletons.Armor.SkeletonArmor1.vest,Blocking,3
UndeadHeroes.Skeletons.Armor.SkeletonArmor1.vest,Damage,2
UndeadHeroes.Skeletons.Armor.SkeletonArmor1.vest,Speed,0.5
UndeadHeroes.Skeletons.Armor.SkeletonArmor1.boots,Speed,1
UndeadHeroes.Skeletons.Armor.SkeletonArmor2.vest,HealthMax,15
UndeadHeroes.Skeletons.Armor.SkeletonArmor2.vest,Blocking,3
UndeadHeroes.Skeletons.Armor.SkeletonArmor2.vest,Damage,2
UndeadHeroes.Skeletons.Armor.SkeletonArmor2.vest,Speed,0.5
UndeadHeroes.Skeletons.Armor.SkeletonArmor2.boots,Speed,1
UndeadHeroes.Skeletons.Armor.SkeletonArmor3.vest,HealthMax,15
UndeadHeroes.Skeletons.Armor.SkeletonArmor3.vest,Blocking,3
UndeadHeroes.Skeletons.Armor.SkeletonArmor3.vest,Damage,2
UndeadHeroes.Skeletons.Armor.SkeletonArmor3.vest,Speed,0.5
UndeadHeroes.Skeletons.Armor.SkeletonArmor3.boots,Speed,1
UndeadHeroes.Skeletons.Armor.SkeletonArmor4.vest,HealthMax,15
UndeadHeroes.Skeletons.Armor.SkeletonArmor4.vest,Blocking,3
UndeadHeroes.Skeletons.Armor.SkeletonArmor4.vest,Damage,2
UndeadHeroes.Skeletons.Armor.SkeletonArmor4.vest,Speed,0.5
UndeadHeroes.Skeletons.Armor.SkeletonArmor4.boots,Speed,1
UndeadHeroes.Skeletons.Armor.SkeletonArmor5.vest,HealthMax,15
UndeadHeroes.Skeletons.Armor.SkeletonArmor5.vest,Blocking,3
UndeadHeroes.Skeletons.Armor.SkeletonArmor5.vest,Damage,2
UndeadHeroes.Skeletons.Armor.SkeletonArmor5.vest,Speed,0.5
UndeadHeroes.Skeletons.Armor.SkeletonArmor5.boots,Speed,1
UndeadHeroes.Skeletons.Armor.SkeletonArmor6.vest,HealthMax,15
UndeadHeroes.Skeletons.Armor.SkeletonArmor6.vest,Blocking,3
UndeadHeroes.Skeletons.Armor.SkeletonArmor6.vest,Damage,2
UndeadHeroes.Skeletons.Armor.SkeletonArmor6.vest,Speed,0.5
UndeadHeroes.Skeletons.Armor.SkeletonArmor6.boots,Speed,1
UndeadHeroes.Skeletons.Armor.SkeletonKing.vest,HealthMax,15
UndeadHeroes.Skeletons.Armor.SkeletonKing.vest,Blocking,3
UndeadHeroes.Skeletons.Armor.SkeletonKing.vest,Damage,2
UndeadHeroes.Skeletons.Armor.SkeletonKing.vest,Speed,0.5
UndeadHeroes.Skeletons.Armor.SkeletonKing.boots,Speed,1
FantasyHeroes.Basic.Armor.Slave.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Slave.vest,Blocking,3
FantasyHeroes.Basic.Armor.Slave.vest,Damage,2
FantasyHeroes.Basic.Armor.Slave.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Slave.boots,Speed,1
FantasyHeroes.Basic.Armor.SniperArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.SniperArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.SniperArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.SniperArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.SniperArmor.boots,Speed,1
Common.Christmas.Armor.SnowMaidenCostume.vest,HealthMax,15
Common.Christmas.Armor.SnowMaidenCostume.vest,Blocking,3
Common.Christmas.Armor.SnowMaidenCostume.vest,Damage,2
Common.Christmas.Armor.SnowMaidenCostume.vest,Speed,0.5
Common.Christmas.Armor.SnowMaidenCostume.boots,Speed,1
Extensions.Epic.Armor.SoulHeavyArmor.vest,HealthMax,15
Extensions.Epic.Armor.SoulHeavyArmor.vest,Blocking,3
Extensions.Epic.Armor.SoulHeavyArmor.vest,Damage,2
Extensions.Epic.Armor.SoulHeavyArmor.vest,Speed,0.5
Extensions.Epic.Armor.SoulHeavyArmor.boots,Speed,1
Extensions.Epic.Armor.SpartanArmor.vest,HealthMax,15
Extensions.Epic.Armor.SpartanArmor.vest,Blocking,3
Extensions.Epic.Armor.SpartanArmor.vest,Damage,2
Extensions.Epic.Armor.SpartanArmor.vest,Speed,0.5
Extensions.Epic.Armor.SpartanArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.SpearmanArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.SpearmanArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.SpearmanArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.SpearmanArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.SpearmanArmor.boots,Speed,1
